gpsUnix,gpsGroundSpeed,gpsLat,gpsLon,gpsAlt,bmeUtc,bmeTemp,bmeHum,bmePres,bmeAlt,vemlUtc,vemlLux,batt
1775431044,0.014,37.64897156,-119.0116653,2659.818115,83826097,49.34506607,8.463151932,74288.375,2660.407715,83826083,57990.86328,203.68
1775431047,0.014,37.64897537,-119.0116653,2659.923096,83829108,49.42044067,8.619898796,74284.77344,2660.571533,83829094,58277.67188,206.32
1775431050,0.006,37.64897919,-119.0116653,2660.214111,83832097,49.49581146,8.617147446,74284.15625,2661.242676,83832083,57883.67969,202.35
1775431053,0.009,37.64897919,-119.0116653,2660.602051,83835108,49.57118607,8.686545372,74292.52344,2660.930908,83835094,57830.16016,203.68
1775431056,0.013,37.64897919,-119.011673,2660.841064,83838097,49.63650513,8.78149128,74293.78906,2659.950684,83838083,57865.82813,202.35
1775431059,0.017999999,37.64897919,-119.011673,2661.121094,83841108,49.7269516,8.841219902,74294.84375,2661.12915,83841094,57990.86328,198.39
1775431062,0.007,37.648983,-119.0116806,2660.669922,83844099,49.79227448,8.858849526,74293.10156,2660.677246,83844085,57830.16016,197.06
1775431065,0.003,37.648983,-119.011673,2660.498047,83847108,49.86764526,8.902665138,74295.46875,2660.566406,83847094,57972.98047,202.35
1775431068,0.013,37.648983,-119.011673,2660.552979,83850097,49.93799591,8.941178322,74294.28906,2660.563721,83850083,57315.29688,197.06
1775431071,0.959999979,37.64897537,-119.011673,2660.675049,83853088,50.01839066,9.000759125,74294.21875,2660.682617,83853074,58964.43359,197.06
1775431074,1.004999995,37.64895248,-119.0116577,2661.239014,83856101,50.07868958,8.899264336,74297.91406,2661.189941,83856087,59475.56641,203.68
1775431077,2.532999992,37.64893341,-119.0115967,2661.301025,83859091,50.13396454,8.616867065,74304.05469,2661.10791,83859077,8597.80957,194.42
1775431080,3.138999939,37.64897919,-119.0115128,2660.75,83862098,50.21938324,8.135271072,74298.53125,2661.137207,83862084,7752.201172,190.45
1775431083,3.559000015,37.64906693,-119.0114975,2660.529053,83865107,50.27968597,8.162813187,74302.21875,2660.27832,83865093,33930.17969,189.13
1775431086,3.470999956,37.64915466,-119.0115051,2660.340088,83868095,50.35505676,8.195977211,74304.57813,2660.349609,83868081,30475.71484,189.13
1775431089,5.842999935,37.64927292,-119.0114517,2659.929932,83871105,50.41535187,8.269906998,74305.27344,2659.298096,83871091,8464.654297,190.45
1775431092,8.036000252,37.64942932,-119.0113144,2658.741943,83874095,50.47062683,8.271606445,74314.39844,2658.69043,83874081,7815.379395,191.77
1775431095,9.963999748,37.64963913,-119.0111389,2657.089111,83877104,50.51082611,7.308102131,74318.85156,2656.780029,83877090,7653.621582,189.13
1775431098,11.45899963,37.64988709,-119.0109406,2655.070068,83880091,50.5610733,7.146026611,74333.42188,2655.258057,83880077,7672.760742,190.45
1775431101,12.83600044,37.65016174,-119.0107117,2652.769043,83883101,50.54097748,6.610820293,74346.19531,2653.215576,83883087,6957.434082,189.13
1775431104,13.79100037,37.65045547,-119.010437,2650.47998,83886131,50.60630035,6.044725895,74362.42188,2651.130859,83886117,6928.12793,190.45
1775431107,13.7670002,37.65069199,-119.0100861,2648.458984,83889098,50.6012764,5.83749342,74373.86719,2648.528076,83889084,6776.733398,190.45
1775431110,14.20300007,37.6507988,-119.0096283,2646.551025,83892086,50.60630035,5.540213585,74374.42188,2646.300781,83892072,7230.598145,190.45
1775431113,14.3760004,37.65081787,-119.00914,2644.940918,83895095,50.63142014,5.354622841,74383.20313,2644.947998,83895081,6731.727051,189.13
1775431116,15.10700035,37.65079117,-119.0086441,2642.478027,83898104,50.64649582,5.259469509,74408.86719,2642.804932,83898090,6636.63916,191.77
1775431119,15.46399975,37.65076065,-119.0081253,2639.810059,83901091,50.65654755,5.204439163,74427.97656,2639.938232,83901077,6243.528809,186.48
